Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,233,2,2,104,352,52,52,52.0,0.0,176,176,176.0,0.0,1957081.545,17167.38197,77.66666667,95.75663598,185,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,8583.690987,8583.690987,52,176,101.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,127.0,52.0,176.0,64,0,0,0,0,0,0,2,104,2,352,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55458,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.44262,16393.44262,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,292,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,449140,6,8,780,3877,521,0,130.0,207.8008662,1477,0,484.625,658.3233981,10368.70464,31.17068175,34549.23077,64755.49248,150095,1,298992,59798.4,81105.70754,150136,138,302069,43152.71429,72700.52936,150503,1,0,0,0,0,200,264,13.35886361,17.81181814,0,1477,310.4666667,519.895713,270291.5524,0,0,0,1,0,0,0,0,1,332.6428571,130.0,484.625,200,0,0,0,0,0,0,6,780,8,3877,29200,130,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60496,2,2,90,282,45,45,45.0,0.0,141,141,141.0,0.0,6149.166887,66.12007405,20165.33333,34922.18573,60490,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,33.06003703,33.06003703,45,141,83.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,104.25,45.0,141.0,40,0,0,0,0,0,0,2,90,2,282,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3382,52,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,230769.2308,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,130,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65953834,42,68,2107,84984,434,0,50.16666667,118.2487904,2858,0,1249.764706,607.7135057,1320.484265,1.667833291,605081.0459,2311565.011,10000000,1,61700000,1505485.415,3614826.264,10200000,1,65800000,982109.2687,2940465.901,10200000,1,0,0,0,0,852,1372,0.636809075,1.031024216,0,2858,784.6036036,758.594625,575465.8051,0,0,0,1,0,0,0,0,1,791.7363636,50.16666667,1249.764706,852,0,0,0,0,0,0,42,2107,68,84984,8192,513,41,20,286726.3333,328719.905,957723,152419,10000000.0,569.3170177,10000000,10000000,BENIGN
443,2,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,15500000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,2161,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52465,190,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,63157.89474,10526.31579,190.0,0.0,190,190,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5263.157895,5263.157895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,4,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,65233459,10,10,399,303,351,0,39.9,109.3256603,291,0,30.3,91.63460045,10.76134871,0.306591131,3433339.947,4679990.784,10000000,105,60900000,6764078.111,5000832.764,10100000,200,65100000,7235268.0,4501796.624,10100000,1340,0,0,0,0,212,284,0.153295566,0.153295566,0,351,33.42857143,96.11845371,9238.757143,0,0,0,1,0,0,0,0,1,35.1,39.9,30.3,212,0,0,0,0,0,0,10,399,10,303,8192,237,9,20,145195.6667,71506.18161,291157,115900,10000000.0,29296.81662,10000000,9941510,BENIGN
53,212,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,433962.2642,18867.92453,70.66666667,38.3970485,115,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,9433.962264,9433.962264,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,837696.3351,20942.40838,63.66666667,68.19335256,138,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,10471.20419,10471.20419,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,66715,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,6655.174998,59.95653151,22238.33333,38473.76249,66664,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,29.97826576,29.97826576,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,40,0,0,0,0,0,0,2,94,2,350,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,232,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,991379.3103,17241.37931,77.33333333,129.6160998,227,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,40,40,8620.689655,8620.689655,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,40,0,0,0,0,0,0,2,66,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,82,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,146341.4634,24390.2439,82.0,0.0,82,82,82,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0,0,0,40,0,24390.2439,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5548,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,360.4902668,5548.0,0.0,5548,5548,5548,5548.0,0.0,5548,5548,0,0.0,0.0,0,0,0,0,0,0,64,0,360.4902668,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,252,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,188,2,2,62,178,31,31,31.0,0.0,89,89,89.0,0.0,1276595.745,21276.59574,62.66666667,68.85007867,138,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,10638.29787,10638.29787,31,89,54.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,67.75,31.0,89.0,64,0,0,0,0,0,0,2,62,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34806,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,829,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,934782.6087,21739.13043,61.33333333,101.0362971,178,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10869.56522,10869.56522,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46417,50,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20000.0,20000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1875425,1,1,42,96,42,42,42.0,0.0,96,96,96.0,0.0,73.58332111,1.066424944,1875425.0,0.0,1875425,1875425,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.533212472,0.533212472,42,96,60.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,90.0,42.0,96.0,20,0,0,0,0,0,0,1,42,1,96,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57223,201,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,184079.602,14925.37313,100.5,94.0452019,167,34,201,201.0,0.0,201,201,0,0.0,0.0,0,0,1,0,0,0,64,20,9950.248756,4975.124378,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,287,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48658,4,2,136,222,34,34,34.0,0.0,111,111,111.0,0.0,7357.474619,123.3096305,9731.6,14144.70375,31052,3,31059,10353.0,17925.85984,31052,3,4,4.0,0.0,4,4,0,0,0,0,104,40,82.20642032,41.10321016,34,111,56.0,37.57215281,1411.666667,0,0,0,0,0,0,0,0,0,65.33333333,34.0,111.0,104,0,0,0,0,0,0,4,136,2,222,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48229,2,2,90,220,45,45,45.0,0.0,110,110,110.0,0.0,6427.668001,82.93765162,16076.33333,27838.09793,48221,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,40,41.46882581,41.46882581,45,110,71.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,88.75,45.0,110.0,64,0,0,0,0,0,0,2,90,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,108296,4,2,128,312,32,32,32.0,0.0,156,156,156.0,0.0,4062.938613,55.40370835,21659.2,33730.76315,76908,3,31384,10461.33333,18076.27297,31334,3,4,4.0,0.0,4,4,0,0,0,0,128,40,36.93580557,18.46790278,32,156,67.42857143,60.50580452,3660.952381,0,0,0,0,0,0,0,0,0,78.66666667,32.0,156.0,128,0,0,0,0,0,0,4,128,2,312,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,27527795,58,58,1080,73598,297,0,18.62068966,57.40127378,2836,0,1268.931034,851.3372734,2712.821713,4.213922692,239372.1304,1917192.051,20100000,1,27500000,482943.7719,2726441.284,20100000,1,7438253,130495.6667,642403.4534,3644283,1,0,0,0,0,1876,1864,2.106961346,2.106961346,0,2836,638.2735043,867.2484294,752119.8383,0,0,0,1,0,0,0,0,1,643.7758621,18.62068966,1268.931034,1876,0,0,0,0,0,0,58,1080,58,73598,29200,365,8,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4360,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,30016,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60652,4,2,160,112,40,40,40.0,0.0,56,56,56.0,0.0,4484.600673,98.92501484,12130.4,16593.51796,31024,3,31075,10358.33333,17897.00646,31024,3,3,3.0,0.0,3,3,0,0,0,0,80,40,65.95000989,32.97500495,40,56,44.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,52.0,40.0,56.0,80,0,0,0,0,0,0,4,160,2,112,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41938,223,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13452.9148,111.5,156.2705986,222,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,4484.304933,8968.609865,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,395,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61727,4,2,200,342,50,50,50.0,0.0,171,171,171.0,0.0,8780.598442,97.20219677,12345.4,16967.61619,32984,2,28740,9580.0,16588.71662,28735,2,3,3.0,0.0,3,3,0,0,0,0,104,64,64.80146451,32.40073226,50,171,84.57142857,59.04195441,3485.952381,0,0,0,0,0,0,0,0,0,98.66666667,50.0,171.0,104,0,0,0,0,0,0,4,200,2,342,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,70149973,49,83,70618,33968,7300,0,1441.183673,2052.607749,2920,0,409.253012,695.8445972,1490.891522,1.881682834,535495.9771,2176815.179,10000000,0,70100000,1461457.771,3456451.652,10100000,5,70000000,854222.3415,2741605.163,10100000,0,0,0,0,0,992,1744,0.698503476,1.183179358,0,7300,786.3609023,1444.347868,2086140.763,0,0,0,1,0,0,0,0,1,792.3181818,1441.183673,409.253012,992,0,0,0,0,0,0,49,70618,83,33968,8192,663,48,20,348019.7143,477740.3829,1361217,103394,9615028.714,996923.0745,10000000,7354622,BENIGN
53,31186,2,2,84,228,42,42,42.0,0.0,114,114,114.0,0.0,10004.48919,128.262682,10395.33333,17959.36024,31133,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,40,80,64.13134099,64.13134099,42,114,70.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,88.5,42.0,114.0,40,0,0,0,0,0,0,2,84,2,228,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5879165,10,7,397,3504,204,0,39.7,69.04756814,2920,0,500.5714286,1083.66444,663.5295999,2.891567085,367447.8125,1284338.344,5178470,45,5879165,653240.5556,1698159.866,5178470,45,611692,101948.6667,127308.4475,267833,265,0,0,0,0,212,148,1.700921815,1.19064527,0,2920,216.7222222,686.5604644,471365.2712,0,0,0,1,0,0,0,0,0,229.4705882,39.7,500.5714286,212,0,0,0,0,0,0,10,397,7,3504,8192,4710,9,20,700650.0,0.0,700650,700650,5178470.0,0.0,5178470,5178470,BENIGN
80,5208495,54,62,4791,121557,683,0,88.72222222,207.258513,3991,0,1960.596774,955.5247371,24258.06303,22.2713087,45291.26087,219028.2565,1995742,6,3212687,60616.73585,171399.3698,1066876,48,5105939,83703.91803,307607.7974,1995742,48,0,0,0,0,1740,1992,10.36767819,11.90363051,0,3991,1079.897436,1175.459561,1381705.179,0,0,0,1,0,0,0,0,1,1089.206897,88.72222222,1960.596774,1740,0,0,0,0,0,0,54,4791,62,121557,65535,156,9,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49690,5,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,7400000.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,1,0,0,0,64,0,400000.0,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,1140,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64574,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,758.8193391,61.94443584,21524.66667,18830.6437,34970,3,29604,14802.0,20928.94651,29601,3,0,0.0,0.0,0,0,0,0,0,0,60,20,46.45832688,15.48610896,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,253,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52613,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,360,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,168,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,1678571.429,23809.52381,56.0,56.42694392,116,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,11904.7619,11904.7619,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,64,0,0,0,0,0,0,2,80,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54952,49,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,387,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,198,2,2,76,332,38,38,38.0,0.0,166,166,166.0,0.0,2060606.061,20202.0202,66.0,108.2543302,191,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10101.0101,10101.0101,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,111.5,38.0,166.0,40,0,0,0,0,0,0,2,76,2,332,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119927142,19,19,2741,6863,1176,6,144.2631579,268.2535786,1460,6,361.2105263,515.9092921,80.08195509,0.316859048,3241274.108,13400000.0,58600000,1,120000000,6662619.0,18900000.0,58600000,62,61200000,3402204.667,13800000.0,58600000,1,1,0,0,0,380,380,0.158429524,0.158429524,6,1460,247.4358974,415.9635482,173025.6734,0,1,0,0,1,0,0,0,1,253.9473684,144.2631579,361.2105263,380,0,0,0,0,0,0,19,2741,19,6863,2576,104,18,20,1436721.0,12364.46918,1445464,1427978,58500000.0,41391.20254,58600000,58500000,BENIGN
53,224340,1,1,48,142,48,48,48.0,0.0,142,142,142.0,0.0,846.9287688,8.915039672,224340.0,0.0,224340,224340,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,4.457519836,4.457519836,48,142,79.33333333,54.2709253,2945.333333,0,0,0,0,0,0,0,0,1,119.0,48.0,142.0,20,0,0,0,0,0,0,1,48,1,142,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4189326,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,40.34061804,1.432211291,837865.2,1850130.38,4147366,3,4189326,1047331.5,2066753.576,4147366,3,0,0.0,0.0,0,0,1,0,0,0,160,32,1.193509409,0.238701882,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,307,349,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,143933,1,1,45,201,45,45,45.0,0.0,201,201,201.0,0.0,1709.128553,13.89535409,143933.0,0.0,143933,143933,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.947677044,6.947677044,45,201,97.0,90.06664199,8112.0,0,0,0,0,0,0,0,0,1,145.5,45.0,201.0,32,0,0,0,0,0,0,1,45,1,201,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,302436,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,39.67781613,6.612969356,302436.0,0.0,302436,302436,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.306484678,3.306484678,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,40656,17688,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,169,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1917159.763,23668.63905,56.33333333,93.25413306,164,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,64,64,11834.31953,11834.31953,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,306,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,101307.1895,9803.921569,153.0,148.492424,258,48,306,153.0,148.492424,258,48,0,0.0,0.0,0,0,0,0,0,0,96,0,9803.921569,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,29886,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,237,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1367088.608,16877.63713,79.0,96.56086164,187,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,8438.818565,8438.818565,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,24897778,5,3,31,0,31,0,6.2,13.86362146,0,0,0.0,0.0,1.245091028,0.321313814,3556825.429,4736774.334,10000000,3,24900000,6224444.5,4830632.107,10000000,3,20100000,10000000.0,86.2670273,10000000,10000000,0,0,0,0,160,96,0.200821134,0.12049268,0,31,3.444444444,10.33333333,106.7777778,0,0,0,0,1,0,0,0,0,3.875,6.2,0.0,160,0,0,0,0,0,0,5,31,3,0,361,391,1,32,36292.0,7.071067812,36297,36287,10000000.0,10.60660172,10000000,10000000,BENIGN
443,1257764,6,7,468,635,282,0,78.0,122.8462454,458,0,90.71428571,174.8758743,876.9530691,10.33580226,104813.6667,247073.5662,875860,4,1162084,232416.8,415504.0164,970842,384,1162462,193743.6667,337402.7234,875860,4,0,0,0,0,200,232,4.770370276,5.565431989,0,458,78.78571429,143.0847939,20473.25824,0,0,0,1,0,0,0,0,1,84.84615385,78.0,90.71428571,200,0,0,0,0,0,0,6,468,7,635,29200,243,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,157875,1,1,44,234,44,44,44.0,0.0,234,234,234.0,0.0,1760.886778,12.6682502,157875.0,0.0,157875,157875,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,6.334125099,6.334125099,44,234,107.3333333,109.6965511,12033.33333,0,0,0,0,0,0,0,0,1,161.0,44.0,234.0,32,0,0,0,0,0,0,1,44,1,234,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,34678389,12,12,1415,4167,514,0,117.9166667,196.1680441,1867,0,347.25,630.2305675,160.9648015,0.692073672,1507756.043,3418124.168,10000000,4,24700000,2247337.727,3950219.4,10000000,35881,34600000,3149324.091,4498381.794,10000000,4,0,0,0,0,252,276,0.346036836,0.346036836,0,1867,223.28,463.6760291,214995.46,0,0,0,1,0,0,0,0,1,232.5833333,117.9166667,347.25,252,0,0,0,0,0,0,12,1415,12,4167,8192,64,11,20,1583146.333,2680174.265,4677945,35707,9976315.333,47124.65306,10000000,9921963,BENIGN
36506,26,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,38461.53846,38461.53846,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,244,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,159,2,2,50,82,25,25,25.0,0.0,41,41,41.0,0.0,830188.6792,25157.2327,53.0,52.67826876,108,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,12578.61635,12578.61635,25,41,31.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,39.25,25.0,41.0,40,0,0,0,0,0,0,2,50,2,82,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50414,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,527,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116165739,18,17,2681,2116,1352,0,148.9444444,417.5731669,1424,0,124.4705882,351.6187775,41.29444741,0.301293654,3416639.382,4696092.995,10000000,34,116000000,6833278.765,4581416.365,10000000,409,111000000,6966418.188,4702216.74,10000000,238,0,0,0,0,372,484,0.154951022,0.146342632,0,1424,133.25,376.6740444,141883.3357,0,0,0,1,0,0,0,0,0,137.0571429,148.9444444,124.4705882,372,0,0,0,0,0,0,18,2681,17,2116,8192,1095,17,20,124868.6364,336138.9013,1138362,22997,10000000.0,1000.288686,10000000,10000000,BENIGN
